,phi,psi,w
-402.8675107,-79.53082498278496,-51.10402391878873,147.36323575359486
-402.8450237,-67.0948413461108,-61.01597229268209,137.7117517786891
-402.8248738,-99.95051348086854,-64.54811765930373,157.03187244393905
-402.8045833,-80.36603339077435,-53.339850443949,151.4132082652033
-402.7823650,-80.15252044175796,-80.36903274663518,161.6586444947053
-402.7528328,-87.29674924770892,-72.27368717202125,149.57515592880222
-402.7326273,-86.97682549279229,-58.37155301150418,163.7678421096685
-402.7112899,-77.40851377813914,-56.98306598578386,149.2492232402647
-402.6901387,-81.1430426499493,-56.0720040506981,166.46501055099887
-402.6680379,-91.11017863776377,-72.90276078847582,170.08632186959548
-402.6418441,-127.82756161352204,-64.88644932872366,167.471616014801
-402.6195969,-76.25882800204319,-69.663359305672,160.93344518274165
-402.5985514,-70.78537359140155,-59.73621467600465,158.81599374515594
-402.5774788,-75.54027719718032,-59.45574116576505,162.09976615118023
-402.5555478,-78.52595451700718,-69.86470588910909,154.0590780437901
-402.5329319,-92.37171844843238,-69.10127722050966,156.98739708290728
-402.5126317,-92.42956742869887,-69.10280445462139,157.00784964957253
-402.4874020,-97.39801473261072,-60.09448713792116,162.45812186423444
-402.4654946,-87.08549650366602,-72.26366646482049,158.10135935340688
-402.4416306,-67.77720929819564,-65.34622995748781,159.64870096397667
-402.4198793,-75.34575656675686,-70.38490738699947,146.4106644246585
-402.3995412,-81.79669404115401,-74.4276302754599,157.71657055778033
-402.3793195,-75.0053061780721,-65.15358125046313,172.53124353900458
-402.3591113,-99.45321402965119,-70.19942054673389,161.92659645096506
-402.3262551,-87.97511160757038,-66.09732947403616,164.06735880620133
-402.3002905,-81.36755402044489,-64.82322460609672,154.85341842680867
-402.2783954,-95.31729399216167,-58.06545167949153,178.20783325787843
-402.2577276,-79.34535034921971,-73.91097176812563,156.53416312073446
-402.2315783,-81.02037817609967,-65.50209800240225,159.47493149190004
-402.2062735,-92.70547320723023,-69.00700480295035,157.64016240393676
-402.1833387,-74.51752412258287,-61.139796887599616,148.8031204788729
-402.1621444,-82.5673787805518,-79.97035820706411,158.4084583519249
-402.1347435,-67.71537626919057,-69.19181490427658,169.62995747141647
-402.1143937,-71.19566683866402,-63.84530090367094,154.51336517972067
-402.0932698,-67.53563535655887,-69.73652436879327,167.408498981986
-402.0682822,-90.3407199743987,-61.511765264129416,167.1607428655109
-402.0473742,-90.33983851473369,-61.51351771495248,167.16311319660247
-402.0173469,-67.84560601875185,-67.48982701051546,144.1383076306615
-401.9944585,-78.22087208613495,-61.861879581192994,168.5290529314604
-401.9741859,-66.51371073235069,-64.02291981043625,141.3659705542845
-401.9526974,-65.19509944692791,-63.521745918717606,149.13198818885616
-401.9322936,-72.94577501309283,-71.13101748273834,144.64998429765498
-401.9056223,-90.34458450437191,-62.84186689937963,168.43684810723695
-401.8823856,-72.3958866595995,-64.92359397519422,167.8784923509951
-401.8584306,-120.89182503979556,-66.95874368091201,169.1879744789074
-401.8328043,-84.97928285662107,-65.21022616705329,158.60674917884077
-401.8117043,-112.07091471993027,-73.51903274160105,159.63264798063858
-401.7911080,-88.62128261045397,-70.15068927787992,155.87091251513573
-401.7637252,-85.83192880944877,-57.09503339741147,162.27963806244753
-401.7418535,-120.18078103090485,-64.47758884558694,160.38217282482896
-401.7177930,-88.72412317390983,-58.78082017188573,163.51363022024188
-401.6977541,-68.74400215505395,-69.64190094995735,149.25686782095414
-401.6745957,-80.65633300600025,-53.530570093092535,165.06958623160705
-401.6482510,-87.55262073111962,-70.15782158714187,152.00451571346858
-401.6251054,-82.6418207900458,-73.82771696785761,154.3455736244391
-401.6048895,-75.8064010489636,-57.2149334350731,150.80536019241254
-401.5837437,-87.94805845248946,-70.57965304601926,153.37227929859847
-401.5607344,-87.97412316328057,-70.5631320140917,153.36764916556925
-401.5320332,-73.366738112189,-77.56414435828084,164.50271083206084
-401.5118564,-80.76539658221643,-74.57963727627055,156.66582808576595
-401.4916087,-81.8624535568264,-71.11888757665135,147.17037362319226
-401.4707569,-64.80514020169164,-58.284093944128564,141.8267614235317
-401.4422412,-77.57772496683044,-50.31232079635525,145.24517165400283
-401.4216212,-89.56779484338087,-65.07337524651433,161.69407084373586
-401.3979900,-78.37683231750313,-68.48448602493032,156.6430353891432
-401.3753713,-91.12265100871323,-63.43316787777588,166.93353270374112
-401.3546023,-72.9348031851794,-66.07403376702798,150.88710548548718
-401.3295638,-78.77486183493428,-73.66187456337904,155.2005443856104
-401.3014260,-73.35271616714803,-75.44333027365604,174.74548325317699
-401.2692278,-81.39406541487817,-71.08203392954293,146.59308041167003
-401.2486468,-111.19461221213658,-67.64724252935626,164.88479586341373
-401.2233571,-82.87828096577687,-76.76664559196433,156.61063235708582
-401.1972006,-81.40620110610661,-61.97198922807558,162.89039865269774
-401.1760292,-90.96655423967655,-69.52370709874292,155.85101444696437
-401.1463792,-85.80079793310439,-71.15656637632131,157.08694022847544
-401.1239783,-96.83863001590132,-53.33502661459738,152.9225544166376
-401.1000277,-81.92640257126193,-60.63833322825004,160.9743009058906
-415.8596135,-82.25128629544396,-59.349932364647245,162.89170177424367
-415.8394852,-82.23564153864477,-59.36919884869156,162.89241762806847
-415.8126025,-82.25413004832971,-59.35749116060931,162.89877890084784
-415.4816440,-82.33888927548387,-58.5384030559123,161.1268876881061
-414.2298236,-84.23569285907553,-60.50312950912617,167.2771919720224
-414.1560189,-81.00334900362905,-59.26342839456746,163.8995721987592
-414.1188648,-84.89021163703573,-61.021917774895755,166.94414216903516
-414.0934565,-84.89973305397415,-61.033066553230015,166.94710868717416
-414.0720327,-84.90151306703076,-61.017877217836364,166.9434486756029
-414.0337066,-86.20261993309397,-59.55214931141384,165.99120095223228
-413.9982061,-86.21035436376727,-59.544395153953374,165.99153603445876
-413.9721768,-86.22718798514451,-59.54191763027618,165.97962938273696
-413.9385181,-80.83049168943171,-58.58173845657558,160.50012965527566
-413.8998123,-87.6005005959336,-56.73404590376043,164.69664816252163
-413.8785342,-88.72933744828624,-57.69885819787634,166.29535488236536
-413.8550100,-85.25748706219044,-60.59535774824667,168.49396095868875
-413.8179452,-85.2834729339359,-60.57220993110589,168.49599568030536
-413.7927077,-76.05081222358443,-51.3742297127676,167.0780485716842
-413.7582375,-76.05326654664914,-51.39619851661744,167.09399980676034
-413.7137878,-85.9880114010225,-59.91076784681037,167.55823791774594
-413.6917564,-79.92594113898322,-59.80809506312885,172.08329644147412
-413.5932064,-77.92276718739461,-57.736151309706635,153.27500607739057
-413.5567529,-90.84898500525206,-59.489063220133275,168.1808428029283
-413.5175741,-90.858840096246,-59.47125161733252,168.1847628132007
-413.4874145,-77.92358781985511,-57.722904320580554,153.26520753223667
-413.4562776,-73.46846965340362,-64.17712744957976,163.05654144714202
-413.3632032,-84.21324087924803,-57.88665788457457,164.43350858946724
-413.3290436,-75.65164560288615,-50.5997988825678,163.91678440504256
-413.3032336,-75.64299189945072,-50.60180545338289,163.9134171746803
-413.2631289,-81.4362059281178,-59.49619946702653,161.88204203809363
-413.2311910,-82.9268612128638,-61.43419556620983,166.46956227054534
-413.1923804,-76.46232865475767,-51.528988624436636,167.24395443689278
-413.1453201,-78.76975827568647,-57.511634283236916,170.735939354945
-413.1177526,-89.73610014203665,-60.22710554338424,168.87093033555777
-412.9850748,-83.60719611229324,-58.21540173109676,150.94279086512327
-412.9454987,-75.90517814987672,-63.50512128195643,164.86145588017166
-412.9205293,-75.91752889557297,-63.501038515172155,164.8649312598505
-412.8860858,-75.94008292213482,-63.50118285505224,164.89812954525505
-412.8659203,-73.34551333905677,-64.05722186290699,162.21020030174589
-412.8441428,-73.36151334667196,-64.064196543995,162.23696624455826
-412.8162808,-73.3368466345954,-64.06745923712114,162.23769624782517
-412.7927693,-81.4949372151006,-58.6247457777883,171.035434747878
-412.7276275,-87.97102208321058,-61.263770251956636,167.8009677413516
-412.6790373,-74.89199541204628,-60.27812678985942,162.8227189351331
-412.6521644,-74.87588491745485,-60.24729479494419,162.82771165167074
-412.6236036,-76.29390579342223,-58.82252209158958,153.29343636207832
-412.5872035,-95.19396239065959,-59.72390560752786,169.80046490852766
-412.5467378,-80.74077138232408,-59.32987745896519,161.46851179765363
-412.5235020,-76.23645305810248,-50.8371951864972,164.74012204598395
-412.3985418,-76.79372605215035,-57.413515157251034,152.54353789830412
-412.3745921,-82.53191587248877,-59.366421418048255,161.77484647232146
-412.3532895,-81.48829447253331,-60.140558417554836,152.70882334225345
-412.3279559,-81.48753680966878,-60.140608991936354,152.71129361150733
-412.2948955,-81.49610570400573,-60.17043088667725,152.73600328102305
-412.2474064,-87.86153199130386,-58.17167948553469,158.9499741127036
-412.2113228,-78.71591406772052,-58.54103583444569,153.7604369358064
-412.1816701,-78.81693652666912,-50.137160300755085,163.57969932920716
-412.1591998,-78.7679903201621,-50.11196485696372,163.58247380764922
-412.1388083,-78.78294809697191,-50.1308819989022,163.5878994578364
-412.1170906,-78.75831634951363,-50.093843866701036,163.5798556148507
-412.0970618,-86.72092633246467,-56.94487865081191,163.12436850231583
-412.0753460,-86.53272756721915,-61.05563729870094,167.98315656707362
-412.0547471,-87.53928565261879,-57.73433845066763,151.6444660274519
-412.0269218,-87.54604640086269,-57.74242263443282,151.65396999029554
-412.0065308,-87.56855546238685,-57.753352650248,151.6888070961899
-411.9857488,-73.95834092924291,-64.22232864084698,163.21515451098114
-411.9458611,-77.74779896277856,-58.289371327344554,153.12619311075062
-411.9166701,-85.48227034427549,-60.67032714636376,165.82863320583294
-411.8855057,-89.00902243843045,-57.69395014059518,159.36645686010036
-411.8542275,-80.75679511681983,-58.253414266404825,162.736871443281
-411.8163824,-81.59913431970493,-60.143370561551514,152.82621738165207
-411.7691447,-75.56943612697019,-63.3081204694727,164.78806376102781
-411.7480740,-85.38759515820747,-58.70871057970608,154.69983145395074
-411.7243476,-83.59492005533593,-61.7348911934699,166.8325583510442
-411.6998012,-85.41181223941553,-58.71483163059259,154.72569252154705
-411.6789120,-80.7893859297593,-58.99376561210113,170.00119936650088
-411.6456814,-86.69740006876289,-57.158977491280424,151.21794319390446
-411.6236353,-86.73082246973789,-57.16693066594764,151.22878750781592
-411.5949013,-89.06424948268373,-58.4128193875086,153.56258284846223
-411.5676831,-89.07107715754698,-58.4248300586494,153.57258089949792
-411.5353545,-83.52745734780363,-53.82979557992558,159.1567573370495
-411.5128213,-83.51951365857643,-53.81208506356877,159.14733787507978
-411.4845934,-64.13226613827118,-64.49192072971505,163.23745833218237
-411.4537424,-86.22801992471463,-58.83167867062526,159.17410849488058
-411.4162407,-85.6494269211731,-61.37777402377088,167.825690225177
-411.3961542,-84.61025218526939,-58.308802374180246,154.25815040785434
-411.3424285,-76.06900450152571,-69.46626624109378,170.08679705647288
-411.3149151,-76.91098710367703,-65.10734899353346,167.24048214708813
-411.2882030,-86.93353635882521,-59.851876773056084,150.21157041956775
-411.2680154,-82.80535852293531,-49.09929889100952,159.00050206975695
-411.2427512,-83.36306825509963,-58.7497353268822,163.12953550931178
-411.2210330,-80.89399620160998,-60.09543588428553,172.25892108369092
-411.1765692,-82.95158085388012,-46.78857552510084,159.61741662166074
-411.1564708,-82.93235154060088,-46.79211935965621,159.60932055714673
-411.1267206,-77.68138430900291,-61.26584169282693,168.16184535814233
-411.1013712,-77.69621282992809,-61.266372180387535,168.17470399621794
-411.0809151,-79.54389377509519,-59.555388689558406,160.08944445870225
-411.0602998,-68.2350811597371,-55.03484133350574,162.0131890111883
-411.0372966,-79.55801725247204,-67.30155322257475,168.23703522829143
-411.0090941,-87.82092783674256,-58.46068228267242,158.68423101878736
-410.9828835,-86.62352845001226,-61.1631777204335,166.30926776269175
-410.9614092,-86.63382063351727,-61.11833197420837,166.30269881220528
-410.9368384,-84.31345346931563,-58.314584631999786,164.66440407810927
-410.9155531,-84.29018934018632,-58.306317719343475,164.66273486415307
-410.8916326,-82.72562202720366,-59.690513166974384,153.81108162327686
-410.8547287,-81.19933316697166,-59.96888128050789,161.87821356826854
-410.8321270,-82.729246922134,-59.71630547531863,153.8132861400128
-410.8110796,-84.43928444730042,-55.91507366353242,172.1370947661762
-410.7893517,-89.05492830640254,-60.81048719979887,152.73581714679102
-410.7686833,-89.05412424828953,-60.81105331502537,152.74355110640528
-410.7466604,-84.02700343196977,-50.381341432053496,159.3731496351951
-410.7134195,-88.6953162244051,-57.63102879695914,159.66779905200744
-410.6929877,-88.686396393873,-57.61691115774857,159.66424444458167
-410.6684160,-77.06617891311565,-61.077822634880306,167.79269034416868
-410.6311823,-77.05105113294893,-61.05358679853012,167.7817872961307
-410.6097086,-94.45080661538591,-63.406224595461,170.44693858123574
-410.5863953,-85.65746017643548,-58.968708784745395,159.28887961409401
-410.5546753,-77.44618684324533,-58.94639586024126,163.22563382745747
-410.5344369,-84.64131011225663,-49.444358654845345,159.73373294833388
-410.5108846,-83.37388940431954,-46.321558793485664,159.79807056794746
-410.4813350,-81.85263797536363,-58.17087384166029,161.32529388703395
-410.4312185,-91.632584693342,-56.87703083888614,168.33937796911127
-410.3994257,-92.75171265172345,-57.38918069596163,152.57848855616425
-410.3788497,-91.58816740638997,-56.88098747114925,168.35178794637554
-410.3536613,-79.19007145597345,-65.50938403358028,170.64836938886404
-410.3221793,-64.61142609499234,-64.30876423505272,163.6106380144891
-410.3013807,-64.60607262453048,-64.30968487622313,163.59467125201664
-410.2749907,-64.61171032703074,-64.30190821927214,163.5914592625968
-410.2511261,-75.24102656575474,-65.62578339491255,165.99533802804805
-410.2204637,-82.73634553951167,-48.34457922791012,169.51602954503912
-410.1975220,-80.7301338437241,-50.447722559484376,165.9472776142434
-410.1729209,-82.72296712793606,-48.34462708088833,169.52215028461762
-410.1524790,-77.388925148738,-52.67431178030382,171.21101191983425
-410.1275242,-79.48081191599314,-60.113081650727516,152.56754624692255
-410.1073186,-64.80857685080764,-64.51995719422001,164.39309860545325
-410.0840521,-64.79784870932264,-64.50205555868979,164.4012414703895
-410.0589816,-64.8128525538248,-64.51605273810249,164.42329257078353
-410.0349043,-86.16572854741092,-73.48248636578539,160.16332345065487
-410.0091985,-79.99084046535562,-63.128195697795,152.85814083038798
-409.9873232,-85.07890497707923,-55.987992760073894,148.00134179971027
-409.9625570,-85.08276008026955,-55.99691860536563,148.00046525958163
-409.9333484,-81.56125075609839,-60.939891006276945,158.81748048150519
-409.9027996,-89.63823206501182,-63.64493283419618,165.8169272109387
-409.8757981,-89.5926125054035,-63.650886587065706,165.8289784671384
-409.8555641,-80.93278928736092,-62.08312880306862,155.6997349474749
-409.8226156,-79.37194969129133,-61.43628835145207,154.8959621755598
-409.8008188,-76.25023893412654,-58.266846411736125,151.88798803881426
